bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,price
,,,,,,,,,,,,317551
,,,,,,,,,,,,314711
,,,,,,,,,,,,568111
,,,,,,,,,,,,385111
,,,,,,,,,,,,345111
,,,,,,,,,,,,435111
,,,,,,,,,,,,579111
,,,,,,,,,,,,236111
,,,,,,,,,,,,315111
,,,,,,,,,,,,368111
,,,,,,,,,,,,255111
,,,,,,,,,,,,411111
,,,,,,,,,,,,441111
,,,,,,,,,,,,417111
,,,,,,,,,,,,435111
,,,,,,,,,,,,475111
,,,,,,,,,,,,563511
,,,,,,,,,,,,285111
,,,,,,,,,,,,471111
,,,,,,,,,,,,511111
,,,,,,,,,,,,641111
,,,,,,,,,,,,442511
,,,,,,,,,,,,213411
,,,,,,,,,,,,831111
,,,,,,,,,,,,325111
,,,,,,,,,,,,425111
,,,,,,,,,,,,551111
,,,,,,,,,,,,599951
,,,,,,,,,,,,1225111
,,,,,,,,,,,,751111
,,,,,,,,,,,,291111
,,,,,,,,,,,,271111
,,,,,,,,,,,,229951
,,,,,,,,,,,,234999
,,,,,,,,,,,,265111
,,,,,,,,,,,,367311
,,,,,,,,,,,,551111
,,,,,,,,,,,,743711
,,,,,,,,,,,,352751
,,,,,,,,,,,,413951
,,,,,,,,,,,,981111
,,,,,,,,,,,,585111
,,,,,,,,,,,,554111
,,,,,,,,,,,,546111
,,,,,,,,,,,,281111
,,,,,,,,,,,,212511
,,,,,,,,,,,,739111
,,,,,,,,,,,,428111
,,,,,,,,,,,,965111
,,,,,,,,,,,,364911
,,,,,,,,,,,,559111
,,,,,,,,,,,,213111
,,,,,,,,,,,,621111
,,,,,,,,,,,,241111
,,,,,,,,,,,,852511
,,,,,,,,,,,,611111
,,,,,,,,,,,,411111
,,,,,,,,,,,,328111
,,,,,,,,,,,,625111
,,,,,,,,,,,,649951
,,,,,,,,,,,,235111
,,,,,,,,,,,,489111
,,,,,,,,,,,,536111
,,,,,,,,,,,,411111
,,,,,,,,,,,,398111
,,,,,,,,,,,,379111
,,,,,,,,,,,,345111
,,,,,,,,,,,,365111
,,,,,,,,,,,,315111
,,,,,,,,,,,,571111
,,,,,,,,,,,,1125111
,,,,,,,,,,,,695111
,,,,,,,,,,,,225111
,,,,,,,,,,,,741111
,,,,,,,,,,,,315111
,,,,,,,,,,,,1231111
,,,,,,,,,,,,421111
,,,,,,,,,,,,311111
,,,,,,,,,,,,711111
,,,,,,,,,,,,269111
,,,,,,,,,,,,369991
,,,,,,,,,,,,811111
,,,,,,,,,,,,569111
,,,,,,,,,,,,175111
,,,,,,,,,,,,441111
,,,,,,,,,,,,435111
,,,,,,,,,,,,345111
,,,,,,,,,,,,558111
,,,,,,,,,,,,475111
,,,,,,,,,,,,491111
,,,,,,,,,,,,335111
,,,,,,,,,,,,351111
,,,,,,,,,,,,111111
,,,,,,,,,,,,417511
,,,,,,,,,,,,253111
,,,,,,,,,,,,1241111
,,,,,,,,,,,,491111
,,,,,,,,,,,,471111
,,,,,,,,,,,,483311
,,,,,,,,,,,,659111
,,,,,,,,,,,,481111
,,,,,,,,,,,,165111
,,,,,,,,,,,,659511
,,,,,,,,,,,,219911
,,,,,,,,,,,,315111
,,,,,,,,,,,,251111
,,,,,,,,,,,,268111
,,,,,,,,,,,,381111
,,,,,,,,,,,,499111
,,,,,,,,,,,,285111
,,,,,,,,,,,,183111
,,,,,,,,,,,,1171111
,,,,,,,,,,,,429111
,,,,,,,,,,,,413111
,,,,,,,,,,,,375511
,,,,,,,,,,,,1795111
,,,,,,,,,,,,516211
,,,,,,,,,,,,385111
,,,,,,,,,,,,515111
,,,,,,,,,,,,375111
,,,,,,,,,,,,651111
,,,,,,,,,,,,316888
,,,,,,,,,,,,871111
,,,,,,,,,,,,311111
,,,,,,,,,,,,251751
,,,,,,,,,,,,366111
,,,,,,,,,,,,429951
,,,,,,,,,,,,711111
,,,,,,,,,,,,895111
,,,,,,,,,,,,149511
,,,,,,,,,,,,311111
,,,,,,,,,,,,555111
,,,,,,,,,,,,751111
,,,,,,,,,,,,745111
,,,,,,,,,,,,695111
,,,,,,,,,,,,433111
,,,,,,,,,,,,317111
,,,,,,,,,,,,655275
,,,,,,,,,,,,392111
,,,,,,,,,,,,1181111
,,,,,,,,,,,,359951
,,,,,,,,,,,,361111
,,,,,,,,,,,,566111
,,,,,,,,,,,,711111
,,,,,,,,,,,,415111
,,,,,,,,,,,,199511
,,,,,,,,,,,,749111
,,,,,,,,,,,,681111
,,,,,,,,,,,,411111
,,,,,,,,,,,,618111
,,,,,,,,,,,,589911
,,,,,,,,,,,,481111
,,,,,,,,,,,,1159511
,,,,,,,,,,,,915111
,,,,,,,,,,,,695111
,,,,,,,,,,,,899911
,,,,,,,,,,,,499951
,,,,,,,,,,,,533112
,,,,,,,,,,,,313211
,,,,,,,,,,,,525111
,,,,,,,,,,,,399951
,,,,,,,,,,,,851831
,,,,,,,,,,,,371511
,,,,,,,,,,,,522111
,,,,,,,,,,,,588111
,,,,,,,,,,,,276911
,,,,,,,,,,,,248111
,,,,,,,,,,,,281111
,,,,,,,,,,,,495111
,,,,,,,,,,,,665111
,,,,,,,,,,,,291311
,,,,,,,,,,,,527111
,,,,,,,,,,,,487128
,,,,,,,,,,,,325111
,,,,,,,,,,,,799111
,,,,,,,,,,,,7162511
,,,,,,,,,,,,354111
,,,,,,,,,,,,262511
,,,,,,,,,,,,561211
,,,,,,,,,,,,221111
,,,,,,,,,,,,651111
,,,,,,,,,,,,435111
,,,,,,,,,,,,811111
,,,,,,,,,,,,1111111
,,,,,,,,,,,,211111
,,,,,,,,,,,,295111
,,,,,,,,,,,,581379
,,,,,,,,,,,,875111
,,,,,,,,,,,,515111
,,,,,,,,,,,,599111
,,,,,,,,,,,,285111
,,,,,,,,,,,,291111
,,,,,,,,,,,,355111
,,,,,,,,,,,,381111
,,,,,,,,,,,,571111
,,,,,,,,,,,,852611
,,,,,,,,,,,,1185111
,,,,,,,,,,,,371111
,,,,,,,,,,,,514111
,,,,,,,,,,,,386111
,,,,,,,,,,,,464111
,,,,,,,,,,,,335111
,,,,,,,,,,,,741111
,,,,,,,,,,,,465111
,,,,,,,,,,,,711111
,,,,,,,,,,,,785111
,,,,,,,,,,,,351111
,,,,,,,,,,,,148111
,,,,,,,,,,,,531111
,,,,,,,,,,,,349111
,,,,,,,,,,,,241111
,,,,,,,,,,,,331111
,,,,,,,,,,,,735111
,,,,,,,,,,,,545111
,,,,,,,,,,,,214951
,,,,,,,,,,,,657511
,,,,,,,,,,,,476111
,,,,,,,,,,,,2888111
,,,,,,,,,,,,111111
,,,,,,,,,,,,292111
,,,,,,,,,,,,317111
,,,,,,,,,,,,455111
,,,,,,,,,,,,1365111
,,,,,,,,,,,,461111
,,,,,,,,,,,,415111
,,,,,,,,,,,,333111
,,,,,,,,,,,,427111
,,,,,,,,,,,,742111
,,,,,,,,,,,,465111
,,,,,,,,,,,,819951
,,,,,,,,,,,,619411
,,,,,,,,,,,,762411
,,,,,,,,,,,,535111
,,,,,,,,,,,,881111
,,,,,,,,,,,,813111
,,,,,,,,,,,,234111
,,,,,,,,,,,,318911
,,,,,,,,,,,,451111
,,,,,,,,,,,,547511
,,,,,,,,,,,,399951
,,,,,,,,,,,,516111
,,,,,,,,,,,,251111
,,,,,,,,,,,,475111
,,,,,,,,,,,,415111
,,,,,,,,,,,,545111
,,,,,,,,,,,,329951
,,,,,,,,,,,,1325111
,,,,,,,,,,,,784111
,,,,,,,,,,,,611751
,,,,,,,,,,,,578111
,,,,,,,,,,,,1485111
,,,,,,,,,,,,511111
,,,,,,,,,,,,465251
,,,,,,,,,,,,2251111
,,,,,,,,,,,,1195111
,,,,,,,,,,,,315111
,,,,,,,,,,,,911111
,,,,,,,,,,,,789511
,,,,,,,,,,,,678511
,,,,,,,,,,,,342511
,,,,,,,,,,,,861111
,,,,,,,,,,,,316111
,,,,,,,,,,,,581111
,,,,,,,,,,,,415111
,,,,,,,,,,,,511111
,,,,,,,,,,,,173111
,,,,,,,,,,,,211111
,,,,,,,,,,,,445111
,,,,,,,,,,,,585111
,,,,,,,,,,,,381111
,,,,,,,,,,,,891111
,,,,,,,,,,,,235111
,,,,,,,,,,,,481111
,,,,,,,,,,,,575111
,,,,,,,,,,,,351111
,,,,,,,,,,,,259111
,,,,,,,,,,,,599111
,,,,,,,,,,,,211111
,,,,,,,,,,,,1184111
,,,,,,,,,,,,545111
,,,,,,,,,,,,299995
,,,,,,,,,,,,441111
,,,,,,,,,,,,699111
,,,,,,,,,,,,795111
,,,,,,,,,,,,445111
,,,,,,,,,,,,397991
,,,,,,,,,,,,716111
,,,,,,,,,,,,363111
,,,,,,,,,,,,851111
,,,,,,,,,,,,621111
,,,,,,,,,,,,1228111
,,,,,,,,,,,,333111
,,,,,,,,,,,,743111
,,,,,,,,,,,,448111
,,,,,,,,,,,,485111
,,,,,,,,,,,,489951
,,,,,,,,,,,,498511
,,,,,,,,,,,,531111
,,,,,,,,,,,,671111
,,,,,,,,,,,,311111
,,,,,,,,,,,,835111
,,,,,,,,,,,,1688111
,,,,,,,,,,,,495111
,,,,,,,,,,,,495111
,,,,,,,,,,,,441111
,,,,,,,,,,,,281111
,,,,,,,,,,,,1171111
,,,,,,,,,,,,1134511
,,,,,,,,,,,,248111
,,,,,,,,,,,,294111
,,,,,,,,,,,,561111
,,,,,,,,,,,,656511
,,,,,,,,,,,,661111
,,,,,,,,,,,,371111
,,,,,,,,,,,,349951
,,,,,,,,,,,,223111
,,,,,,,,,,,,561111
,,,,,,,,,,,,594111
,,,,,,,,,,,,611111
,,,,,,,,,,,,315111
,,,,,,,,,,,,431111
,,,,,,,,,,,,441111
,,,,,,,,,,,,312511
,,,,,,,,,,,,1241111
,,,,,,,,,,,,311111
,,,,,,,,,,,,681111
,,,,,,,,,,,,336751
,,,,,,,,,,,,822511
,,,,,,,,,,,,589111
,,,,,,,,,,,,863111
,,,,,,,,,,,,211111
,,,,,,,,,,,,216135
,,,,,,,,,,,,1125111
,,,,,,,,,,,,285111
,,,,,,,,,,,,231111
,,,,,,,,,,,,845111
,,,,,,,,,,,,351111
,,,,,,,,,,,,314111
,,,,,,,,,,,,371111
,,,,,,,,,,,,811111
,,,,,,,,,,,,441111
,,,,,,,,,,,,1131111
,,,,,,,,,,,,775111
,,,,,,,,,,,,1335111
,,,,,,,,,,,,235111
,,,,,,,,,,,,499951
,,,,,,,,,,,,622511
,,,,,,,,,,,,311111
,,,,,,,,,,,,215111
,,,,,,,,,,,,435111
,,,,,,,,,,,,697111
,,,,,,,,,,,,153111
,,,,,,,,,,,,454111
,,,,,,,,,,,,345111
,,,,,,,,,,,,585111
,,,,,,,,,,,,381111
,,,,,,,,,,,,251611
,,,,,,,,,,,,891111
,,,,,,,,,,,,371111
,,,,,,,,,,,,369511
,,,,,,,,,,,,883111
,,,,,,,,,,,,951111
,,,,,,,,,,,,615111
,,,,,,,,,,,,315111
,,,,,,,,,,,,591111
,,,,,,,,,,,,485111
,,,,,,,,,,,,215111
,,,,,,,,,,,,431111
,,,,,,,,,,,,324911
,,,,,,,,,,,,849911
,,,,,,,,,,,,975111
,,,,,,,,,,,,911111
,,,,,,,,,,,,459951
,,,,,,,,,,,,325111
,,,,,,,,,,,,513111
,,,,,,,,,,,,475111
,,,,,,,,,,,,419111
,,,,,,,,,,,,761111
,,,,,,,,,,,,1121111
,,,,,,,,,,,,129111
,,,,,,,,,,,,725111
,,,,,,,,,,,,581111
,,,,,,,,,,,,385111
,,,,,,,,,,,,265111
,,,,,,,,,,,,1735111
,,,,,,,,,,,,331111
,,,,,,,,,,,,665111
,,,,,,,,,,,,799111
,,,,,,,,,,,,589111
,,,,,,,,,,,,1695111
,,,,,,,,,,,,538111
,,,,,,,,,,,,531111
,,,,,,,,,,,,718511
,,,,,,,,,,,,299111
,,,,,,,,,,,,556111
,,,,,,,,,,,,171111
,,,,,,,,,,,,541111
,,,,,,,,,,,,251111
,,,,,,,,,,,,795111
,,,,,,,,,,,,575111
,,,,,,,,,,,,379511
,,,,,,,,,,,,385111
,,,,,,,,,,,,415511
,,,,,,,,,,,,397511
,,,,,,,,,,,,531111
,,,,,,,,,,,,883111
,,,,,,,,,,,,851111
,,,,,,,,,,,,496752
,,,,,,,,,,,,331111
,,,,,,,,,,,,735111
,,,,,,,,,,,,525111
,,,,,,,,,,,,269951
,,,,,,,,,,,,651111
,,,,,,,,,,,,521511
,,,,,,,,,,,,652511
,,,,,,,,,,,,516111
,,,,,,,,,,,,416111
,,,,,,,,,,,,511111
,,,,,,,,,,,,461111
,,,,,,,,,,,,371125
,,,,,,,,,,,,576111
,,,,,,,,,,,,353511
,,,,,,,,,,,,1735111
,,,,,,,,,,,,183111
,,,,,,,,,,,,763111
,,,,,,,,,,,,461111
,,,,,,,,,,,,825111
,,,,,,,,,,,,265111
,,,,,,,,,,,,295111
,,,,,,,,,,,,418111
,,,,,,,,,,,,554111
,,,,,,,,,,,,534511
,,,,,,,,,,,,691111
,,,,,,,,,,,,531111
,,,,,,,,,,,,357186
,,,,,,,,,,,,311111
,,,,,,,,,,,,314111
,,,,,,,,,,,,385111
,,,,,,,,,,,,415111
,,,,,,,,,,,,963111
,,,,,,,,,,,,792511
,,,,,,,,,,,,319212
,,,,,,,,,,,,235111
,,,,,,,,,,,,667111
,,,,,,,,,,,,471111
,,,,,,,,,,,,375111
,,,,,,,,,,,,411111
,,,,,,,,,,,,566111
,,,,,,,,,,,,681111
,,,,,,,,,,,,332111
,,,,,,,,,,,,912111
,,,,,,,,,,,,511111
,,,,,,,,,,,,445111
,,,,,,,,,,,,825111
,,,,,,,,,,,,1195111
,,,,,,,,,,,,277111
,,,,,,,,,,,,545111
,,,,,,,,,,,,435111
,,,,,,,,,,,,638111
,,,,,,,,,,,,418111
,,,,,,,,,,,,499111
,,,,,,,,,,,,151111
,,,,,,,,,,,,759951
,,,,,,,,,,,,427111
,,,,,,,,,,,,632511
,,,,,,,,,,,,661111
,,,,,,,,,,,,862111
,,,,,,,,,,,,524111
,,,,,,,,,,,,471111
,,,,,,,,,,,,385111
,,,,,,,,,,,,575111
,,,,,,,,,,,,221111
,,,,,,,,,,,,461111
,,,,,,,,,,,,1712511
,,,,,,,,,,,,175111
,,,,,,,,,,,,465111
,,,,,,,,,,,,552111
,,,,,,,,,,,,565111
,,,,,,,,,,,,518111
,,,,,,,,,,,,899951
,,,,,,,,,,,,373111
,,,,,,,,,,,,385111
,,,,,,,,,,,,245111
,,,,,,,,,,,,375111
,,,,,,,,,,,,699851
,,,,,,,,,,,,451111
,,,,,,,,,,,,455111
,,,,,,,,,,,,651111
,,,,,,,,,,,,378111
,,,,,,,,,,,,221111
,,,,,,,,,,,,285511
,,,,,,,,,,,,341111
,,,,,,,,,,,,921111
,,,,,,,,,,,,375111
,,,,,,,,,,,,999111
,,,,,,,,,,,,335111
,,,,,,,,,,,,1921111
,,,,,,,,,,,,385111
,,,,,,,,,,,,851111
,,,,,,,,,,,,429111
,,,,,,,,,,,,523951
,,,,,,,,,,,,798811
,,,,,,,,,,,,284111
,,,,,,,,,,,,852881
,,,,,,,,,,,,321111
,,,,,,,,,,,,749995
,,,,,,,,,,,,468511
,,,,,,,,,,,,492511
,,,,,,,,,,,,685111
,,,,,,,,,,,,542525
,,,,,,,,,,,,435111
,,,,,,,,,,,,242111
,,,,,,,,,,,,325111
,,,,,,,,,,,,837711
,,,,,,,,,,,,211111
,,,,,,,,,,,,187511
,,,,,,,,,,,,561111
,,,,,,,,,,,,272111
,,,,,,,,,,,,235111
,,,,,,,,,,,,259111
,,,,,,,,,,,,866159
,,,,,,,,,,,,473111
,,,,,,,,,,,,415111
,,,,,,,,,,,,871111
,,,,,,,,,,,,475111
,,,,,,,,,,,,499511
,,,,,,,,,,,,386111
,,,,,,,,,,,,458111
,,,,,,,,,,,,551111
,,,,,,,,,,,,615511
,,,,,,,,,,,,421111
,,,,,,,,,,,,536111
,,,,,,,,,,,,247211
,,,,,,,,,,,,251111
,,,,,,,,,,,,214951
,,,,,,,,,,,,431111
,,,,,,,,,,,,251111
,,,,,,,,,,,,261111
,,,,,,,,,,,,547111
,,,,,,,,,,,,379911
,,,,,,,,,,,,738511
,,,,,,,,,,,,545111
,,,,,,,,,,,,342111
,,,,,,,,,,,,4668111
,,,,,,,,,,,,171111
,,,,,,,,,,,,616111
,,,,,,,,,,,,641111
,,,,,,,,,,,,332111
,,,,,,,,,,,,1111111
,,,,,,,,,,,,381111
,,,,,,,,,,,,415111
,,,,,,,,,,,,1118111
,,,,,,,,,,,,669111
,,,,,,,,,,,,261111
,,,,,,,,,,,,854111
,,,,,,,,,,,,615111
,,,,,,,,,,,,321111
,,,,,,,,,,,,229951
,,,,,,,,,,,,255111
,,,,,,,,,,,,1171111
,,,,,,,,,,,,479111
,,,,,,,,,,,,1211111
,,,,,,,,,,,,472111
,,,,,,,,,,,,198111
,,,,,,,,,,,,441111
,,,,,,,,,,,,516111
,,,,,,,,,,,,382511
,,,,,,,,,,,,269511
,,,,,,,,,,,,561111
,,,,,,,,,,,,841111
,,,,,,,,,,,,479511
,,,,,,,,,,,,412111
,,,,,,,,,,,,549111
,,,,,,,,,,,,449951
,,,,,,,,,,,,493111
,,,,,,,,,,,,142511
,,,,,,,,,,,,251111
,,,,,,,,,,,,729111
,,,,,,,,,,,,465111
,,,,,,,,,,,,465111
,,,,,,,,,,,,281111
,,,,,,,,,,,,675111
,,,,,,,,,,,,667511
,,,,,,,,,,,,819111
,,,,,,,,,,,,411111
,,,,,,,,,,,,311111
,,,,,,,,,,,,435111
,,,,,,,,,,,,465951
,,,,,,,,,,,,1538111
,,,,,,,,,,,,253111
,,,,,,,,,,,,331111
,,,,,,,,,,,,554111
,,,,,,,,,,,,351111
,,,,,,,,,,,,294999
,,,,,,,,,,,,1185111
,,,,,,,,,,,,752111
,,,,,,,,,,,,451111
,,,,,,,,,,,,725111
,,,,,,,,,,,,345111
,,,,,,,,,,,,216111
,,,,,,,,,,,,2127111
,,,,,,,,,,,,2475111
,,,,,,,,,,,,1728111
,,,,,,,,,,,,581111
,,,,,,,,,,,,431111
,,,,,,,,,,,,721111
,,,,,,,,,,,,824111
,,,,,,,,,,,,936111
,,,,,,,,,,,,535111
,,,,,,,,,,,,286811
,,,,,,,,,,,,351111
,,,,,,,,,,,,345111
,,,,,,,,,,,,435111
,,,,,,,,,,,,1555111
,,,,,,,,,,,,1325111
,,,,,,,,,,,,461111
,,,,,,,,,,,,771111
,,,,,,,,,,,,1384111
,,,,,,,,,,,,331111
,,,,,,,,,,,,322511
,,,,,,,,,,,,1611111
,,,,,,,,,,,,475111
,,,,,,,,,,,,251275
,,,,,,,,,,,,274511
,,,,,,,,,,,,284951
,,,,,,,,,,,,264951
,,,,,,,,,,,,242111
,,,,,,,,,,,,913111
,,,,,,,,,,,,555111
,,,,,,,,,,,,711111
,,,,,,,,,,,,413511
,,,,,,,,,,,,975111
,,,,,,,,,,,,253779
,,,,,,,,,,,,384411
,,,,,,,,,,,,646111
,,,,,,,,,,,,415111
,,,,,,,,,,,,764111
,,,,,,,,,,,,517111
,,,,,,,,,,,,545511
,,,,,,,,,,,,451111
,,,,,,,,,,,,264111
,,,,,,,,,,,,651111
,,,,,,,,,,,,365111
,,,,,,,,,,,,343566
,,,,,,,,,,,,375111
,,,,,,,,,,,,295111
,,,,,,,,,,,,325111
,,,,,,,,,,,,265111
,,,,,,,,,,,,562111
,,,,,,,,,,,,541111
,,,,,,,,,,,,4489111
,,,,,,,,,,,,279951
,,,,,,,,,,,,541111
,,,,,,,,,,,,311111
,,,,,,,,,,,,191111
,,,,,,,,,,,,441111
,,,,,,,,,,,,1411111
,,,,,,,,,,,,231111
,,,,,,,,,,,,455111
,,,,,,,,,,,,175111
,,,,,,,,,,,,651111
,,,,,,,,,,,,3111111
,,,,,,,,,,,,192511
,,,,,,,,,,,,239951
,,,,,,,,,,,,175111
,,,,,,,,,,,,851111
,,,,,,,,,,,,411111
,,,,,,,,,,,,571111
,,,,,,,,,,,,469111
,,,,,,,,,,,,559111
,,,,,,,,,,,,739888
,,,,,,,,,,,,568451
,,,,,,,,,,,,241111
,,,,,,,,,,,,574951
,,,,,,,,,,,,181111
,,,,,,,,,,,,1161111
,,,,,,,,,,,,311111
,,,,,,,,,,,,631111
,,,,,,,,,,,,517111
,,,,,,,,,,,,287511
,,,,,,,,,,,,688111
,,,,,,,,,,,,424111
,,,,,,,,,,,,411111
,,,,,,,,,,,,621111
,,,,,,,,,,,,311111
,,,,,,,,,,,,615111
,,,,,,,,,,,,216111
,,,,,,,,,,,,515511
,,,,,,,,,,,,554111
,,,,,,,,,,,,825111
,,,,,,,,,,,,855111
,,,,,,,,,,,,315111
,,,,,,,,,,,,299111
,,,,,,,,,,,,651111
,,,,,,,,,,,,465111
,,,,,,,,,,,,535111
,,,,,,,,,,,,564111
,,,,,,,,,,,,515111
,,,,,,,,,,,,581111
,,,,,,,,,,,,319111
,,,,,,,,,,,,536751
,,,,,,,,,,,,415111
,,,,,,,,,,,,267111
,,,,,,,,,,,,821111
,,,,,,,,,,,,1399951
,,,,,,,,,,,,485111
,,,,,,,,,,,,482111
,,,,,,,,,,,,535111
,,,,,,,,,,,,691111
,,,,,,,,,,,,576111
,,,,,,,,,,,,378751
,,,,,,,,,,,,269911
,,,,,,,,,,,,211111
,,,,,,,,,,,,429911
,,,,,,,,,,,,1525111
,,,,,,,,,,,,361111
,,,,,,,,,,,,415111
,,,,,,,,,,,,451111
,,,,,,,,,,,,713111
,,,,,,,,,,,,661111
,,,,,,,,,,,,581111
,,,,,,,,,,,,464111
,,,,,,,,,,,,945111
,,,,,,,,,,,,659511
,,,,,,,,,,,,211111
,,,,,,,,,,,,281111
,,,,,,,,,,,,1325111
,,,,,,,,,,,,346151
,,,,,,,,,,,,197511
,,,,,,,,,,,,799111
,,,,,,,,,,,,1319511
,,,,,,,,,,,,351111
,,,,,,,,,,,,721111
,,,,,,,,,,,,519111
,,,,,,,,,,,,591311
,,,,,,,,,,,,2211111
,,,,,,,,,,,,411111
,,,,,,,,,,,,437111
,,,,,,,,,,,,221111
,,,,,,,,,,,,381111
,,,,,,,,,,,,516111
,,,,,,,,,,,,395111
,,,,,,,,,,,,285111
,,,,,,,,,,,,311111
,,,,,,,,,,,,521111
,,,,,,,,,,,,435111
,,,,,,,,,,,,121111
,,,,,,,,,,,,1441111
,,,,,,,,,,,,186111
,,,,,,,,,,,,756111
,,,,,,,,,,,,248111
,,,,,,,,,,,,287111
,,,,,,,,,,,,511111
,,,,,,,,,,,,249111
,,,,,,,,,,,,341111
,,,,,,,,,,,,399888
,,,,,,,,,,,,441111
,,,,,,,,,,,,899111
,,,,,,,,,,,,541511
,,,,,,,,,,,,385111
,,,,,,,,,,,,558111
,,,,,,,,,,,,611111
,,,,,,,,,,,,451111
,,,,,,,,,,,,232511
,,,,,,,,,,,,436111
,,,,,,,,,,,,241111
,,,,,,,,,,,,489951
,,,,,,,,,,,,681111
,,,,,,,,,,,,1168111
,,,,,,,,,,,,352451
,,,,,,,,,,,,335111
,,,,,,,,,,,,549111
,,,,,,,,,,,,1241111
,,,,,,,,,,,,618251
,,,,,,,,,,,,1815111
,,,,,,,,,,,,851111
,,,,,,,,,,,,931111
,,,,,,,,,,,,515111
,,,,,,,,,,,,925111
,,,,,,,,,,,,275111
,,,,,,,,,,,,499111
,,,,,,,,,,,,517111
,,,,,,,,,,,,619851
,,,,,,,,,,,,511111
,,,,,,,,,,,,311111
,,,,,,,,,,,,646111
,,,,,,,,,,,,265111
,,,,,,,,,,,,475111
,,,,,,,,,,,,611111
,,,,,,,,,,,,471111
,,,,,,,,,,,,319951
,,,,,,,,,,,,712111
,,,,,,,,,,,,775111
,,,,,,,,,,,,391111
,,,,,,,,,,,,585111
,,,,,,,,,,,,1127111
,,,,,,,,,,,,232613
,,,,,,,,,,,,543111
,,,,,,,,,,,,617511
,,,,,,,,,,,,751111
,,,,,,,,,,,,728151
,,,,,,,,,,,,734991
,,,,,,,,,,,,331111
,,,,,,,,,,,,615111
,,,,,,,,,,,,441111
,,,,,,,,,,,,651111
,,,,,,,,,,,,1951111
,,,,,,,,,,,,395111
,,,,,,,,,,,,245111
,,,,,,,,,,,,915111
,,,,,,,,,,,,661111
,,,,,,,,,,,,378111
,,,,,,,,,,,,611111
,,,,,,,,,,,,632511
,,,,,,,,,,,,211111
,,,,,,,,,,,,754811
,,,,,,,,,,,,175111
,,,,,,,,,,,,455111
,,,,,,,,,,,,451111
,,,,,,,,,,,,791111
,,,,,,,,,,,,481111
,,,,,,,,,,,,851111
,,,,,,,,,,,,725111
,,,,,,,,,,,,381111
,,,,,,,,,,,,979111
,,,,,,,,,,,,359951
,,,,,,,,,,,,665911
,,,,,,,,,,,,812111
,,,,,,,,,,,,213111
,,,,,,,,,,,,456111
,,,,,,,,,,,,547111
,,,,,,,,,,,,281111
,,,,,,,,,,,,641111
,,,,,,,,,,,,477111
,,,,,,,,,,,,455111
,,,,,,,,,,,,587216
,,,,,,,,,,,,425111
,,,,,,,,,,,,511511
,,,,,,,,,,,,218111
,,,,,,,,,,,,332111
,,,,,,,,,,,,291111
,,,,,,,,,,,,279111
,,,,,,,,,,,,951111
,,,,,,,,,,,,971511
,,,,,,,,,,,,412111
,,,,,,,,,,,,411111
,,,,,,,,,,,,211111
,,,,,,,,,,,,397111
,,,,,,,,,,,,715111
,,,,,,,,,,,,371111
,,,,,,,,,,,,458111
,,,,,,,,,,,,436511
,,,,,,,,,,,,329951
,,,,,,,,,,,,951111
,,,,,,,,,,,,282111
,,,,,,,,,,,,251111
,,,,,,,,,,,,1135111
,,,,,,,,,,,,411111
,,,,,,,,,,,,681511
,,,,,,,,,,,,211111
,,,,,,,,,,,,1311111
,,,,,,,,,,,,1462497
,,,,,,,,,,,,995111
,,,,,,,,,,,,355111
,,,,,,,,,,,,425111
,,,,,,,,,,,,869111
,,,,,,,,,,,,915111
,,,,,,,,,,,,2111111
,,,,,,,,,,,,925111
,,,,,,,,,,,,2411111
,,,,,,,,,,,,391111
,,,,,,,,,,,,331111
,,,,,,,,,,,,482511
,,,,,,,,,,,,525111
,,,,,,,,,,,,237111
,,,,,,,,,,,,215111
,,,,,,,,,,,,623111
,,,,,,,,,,,,565111
,,,,,,,,,,,,411111
,,,,,,,,,,,,415111
,,,,,,,,,,,,337111
,,,,,,,,,,,,355111
,,,,,,,,,,,,885111
,,,,,,,,,,,,421111
,,,,,,,,,,,,448111
,,,,,,,,,,,,811111
,,,,,,,,,,,,831111
,,,,,,,,,,,,725111
,,,,,,,,,,,,781111
,,,,,,,,,,,,325111
,,,,,,,,,,,,488811
,,,,,,,,,,,,1321111
,,,,,,,,,,,,489111
,,,,,,,,,,,,1241111
,,,,,,,,,,,,595111
,,,,,,,,,,,,359911
,,,,,,,,,,,,1181111
,,,,,,,,,,,,925111
,,,,,,,,,,,,625111
,,,,,,,,,,,,339991
,,,,,,,,,,,,775951
,,,,,,,,,,,,421111
,,,,,,,,,,,,654111
,,,,,,,,,,,,725111
,,,,,,,,,,,,375111
,,,,,,,,,,,,1111111
,,,,,,,,,,,,639511
,,,,,,,,,,,,849111
,,,,,,,,,,,,418111
,,,,,,,,,,,,442911
,,,,,,,,,,,,751111
,,,,,,,,,,,,931111
,,,,,,,,,,,,565111
,,,,,,,,,,,,874151
,,,,,,,,,,,,545111
,,,,,,,,,,,,511111
,,,,,,,,,,,,687111
,,,,,,,,,,,,811111
,,,,,,,,,,,,439511
,,,,,,,,,,,,812111
,,,,,,,,,,,,732611
,,,,,,,,,,,,374111
,,,,,,,,,,,,331111
,,,,,,,,,,,,365111
